,k2,k3,k4,k5,KS,KP,KN,kmenos4
0,0.00011004350649737792,0.0007005833947834983,1.1719433342108058e-05,0.0001825515317506146,0.22337944155985898,0.07338672264879796,0.02565700666118461,0.00028152714612287953
1,0.0005506293224430279,0.0004028502345270458,0.0006261591689117687,8.351843719236724e-05,0.2424695193917414,0.007751298749208451,0.014041131234714368,0.002509562531494299
2,0.0011702384026000912,0.00032740795512411884,0.0003452839681134693,0.00014676445824727394,0.174905162553165,0.0163945785379267,0.011500423764771443,0.0002213467289729793
3,0.00031840584840462407,0.0008087633936407405,6.334221391039866e-05,2.8184054379337865e-05,0.24612803232484923,0.01425142041126291,0.02734875853370306,0.0014612595483946317
4,0.00029363264121450754,0.00027617303835025163,8.159369494812973e-05,7.947205204047486e-05,0.052964074749998286,0.04090461804904001,0.009463060978444023,0.0018075357358153187
5,0.00024882020524725514,0.001490133600885295,3.1927595645874036e-05,9.037731413978597e-05,0.06020497040774934,0.016772222957571258,0.01898714482462871,0.002128601380974322
6,0.00045352147727323273,0.00040428768802553246,0.0007444949228239787,9.935422068770579e-05,0.1942738387469244,0.030384125935714212,0.017580730298116635,4.947564738336447e-05
7,0.00021891593258370774,0.00042096211124261455,0.0006489647229751114,0.0001044562358310693,0.11023691590881658,0.06758917204849503,0.02461044588156187,0.00035659747267059115
8,0.0007044328807793993,9.76137140087249e-05,0.000257437434442126,9.436633690239433e-06,0.12258170498292348,0.23551247780598275,0.01967722311026182,0.0011748737672907504
9,0.000522059275856931,0.0005015256076462735,0.0002569674379533865,8.143499302934871e-05,0.11884236153052641,0.044900104403512796,0.03109891605874442,0.0002592658214617337
10,0.0008785279788286525,0.0009904912367158583,0.0002776875196559037,2.5302051996485323e-05,0.26912503743939303,0.04641789155782652,0.013936310133197275,0.00046015084112576376
11,0.0006132298642458794,0.00018831445313853296,0.0003519086565747401,8.250654599325422e-05,0.1316654098457907,0.04977253013317028,0.04696733463321394,0.0014439604628003362
12,0.00020677128996575913,0.0006877250686833144,0.0010988957187820756,7.509143825067943e-05,0.06523785155666273,0.012701602779568106,0.04597046880798848,0.00031719209496519743
13,0.0001112780938075418,0.00011476796862185694,0.00021743473615697708,7.139058803694263e-05,0.017959239193495593,0.18245693702617316,0.016685344429458092,0.0030078297312269445
14,3.265980049021495e-05,9.018658696353467e-05,1.622651091405281e-05,4.828121321951072e-06,0.04008654070018001,0.0018203427211555155,0.00644389747917031,6.613974625453108e-05
